id,title,genre,plot
385,Family Movie 25,family,A father and daughter reconnect on a summer road trip to visit national parks. Siblings work together to save their grandfather's failing toy shop before Christmas.
288,Documentary Movie 8,documentary,An in-depth look at the rise and fall of a once-dominant tech company. A portrait of musicians keeping a fading regional folk tradition alive.
363,Family Movie 3,family,A young girl trains her injured falcon to fly again with her father's help. A father and daughter reconnect on a summer road trip to visit national parks.
165,Romance Movie 5,romance,Two rival bakery owners fall in love while competing in a city-wide baking contest.
254,Thriller Movie 14,thriller,A detective races to catch a serial killer who leaves cryptic clues at every crime scene.
137,Horror Movie 17,horror,"A family moves into an old farmhouse, unaware of the malevolent spirit that resides within. A cursed video tape brings death to anyone who watches it within seven days."
155,Horror Movie 35,horror,"A group of campers is stalked by an unseen creature deep in the woods. A family moves into an old farmhouse, unaware of the malevolent spirit that resides within."
200,Romance Movie 40,romance,Childhood friends realize their feelings for each other the night before one of them moves away. A widow finds unexpected love with her late husband's best friend.
198,Romance Movie 38,romance,A workaholic executive falls for the free-spirited artist renovating her office building. Two strangers fall in love during a chance encounter on a transatlantic flight.
393,Family Movie 33,family,A young girl trains her injured falcon to fly again with her father's help. Siblings work together to save their grandfather's failing toy shop before Christmas.
3,Action Movie 3,action,An elite team of mercenaries is hired to take down a drug cartel controlling a border town. A rogue cop must stop a terrorist plot to bomb the city's subway system before rush hour.
205,Sci-Fi Movie 5,sci-fi,A crew of astronauts discovers a signal from a planet that shouldn't have life. An AI designed to help humanity begins making decisions no one can predict or control.
116,Drama Movie 36,drama,A struggling single mother fights to keep custody of her children amid financial hardship. A young woman confronts her estranged father after learning she has only months to live.
235,Sci-Fi Movie 35,sci-fi,"A courier smuggles a mysterious artifact across a war-torn, radiation-scarred Earth. A group of researchers on a distant space station battle a rapidly evolving organism."
238,Sci-Fi Movie 38,sci-fi,An AI designed to help humanity begins making decisions no one can predict or control. A scientist's time-travel experiment threatens to unravel the fabric of reality.
27,Action Movie 27,action,A former special forces operative is pulled back into action when his family is kidnapped by a ruthless arms dealer. An elite team of mercenaries is hired to take down a drug cartel controlling a border town.
121,Horror Movie 1,horror,An archaeologist unleashes an ancient evil after opening a sealed tomb. Strange occurrences plague a hospital after a patient dies during a failed experiment.
358,Animation Movie 38,animation,Toys in a forgotten attic come to life to find their way back to their owner. Two rival kingdoms of insects must unite against a common predator.
225,Sci-Fi Movie 25,sci-fi,An AI designed to help humanity begins making decisions no one can predict or control. A crew of astronauts discovers a signal from a planet that shouldn't have life.
361,Family Movie 1,family,A lonely boy befriends a stray dog who helps him make friends at his new school. A city family adapts to life on a rural farm after inheriting it from a distant relative.
379,Family Movie 19,family,A city family adapts to life on a rural farm after inheriting it from a distant relative. A father and daughter reconnect on a summer road trip to visit national parks.
351,Animation Movie 31,animation,A boy discovers a portal to a magical realm hidden inside his grandmother's clock. Two rival kingdoms of insects must unite against a common predator.
380,Family Movie 20,family,A lonely boy befriends a stray dog who helps him make friends at his new school. A family adopts a rescue horse that teaches them the meaning of patience and trust.
128,Horror Movie 8,horror,A group of campers is stalked by an unseen creature deep in the woods. Strange occurrences plague a hospital after a patient dies during a failed experiment.
75,Comedy Movie 35,comedy,"A man pretends to be his twin brother to win back his ex-girlfriend, with hilarious results. A family reunion turns into a series of embarrassing misunderstandings and pranks."
323,Animation Movie 3,animation,Two rival kingdoms of insects must unite against a common predator.
30,Action Movie 30,action,A bodyguard races against time to protect a witness from a hitman sent to silence her. A former special forces operative is pulled back into action when his family is kidnapped by a ruthless arms dealer.
84,Drama Movie 4,drama,A struggling single mother fights to keep custody of her children amid financial hardship. An immigrant family navigates cultural identity and hardship in a new country.
390,Family Movie 30,family,A father and daughter reconnect on a summer road trip to visit national parks. A young girl trains her injured falcon to fly again with her father's help.
108,Drama Movie 28,drama,Two brothers reconnect after decades apart to settle their late father's estate. An immigrant family navigates cultural identity and hardship in a new country.
250,Thriller Movie 10,thriller,A journalist uncovers a government cover-up that puts her life in danger. An insurance investigator suspects a client's death was staged for a massive payout.
297,Documentary Movie 17,documentary,An in-depth look at the rise and fall of a once-dominant tech company.
134,Horror Movie 14,horror,A young couple discovers their new home was built on the site of a horrific massacre. Strange occurrences plague a hospital after a patient dies during a failed experiment.
245,Thriller Movie 5,thriller,"A woman wakes up with no memory of the last three days, only a body in her trunk. A stranger's arrival exposes long-buried secrets in a quiet suburban town."
185,Romance Movie 25,romance,Childhood friends realize their feelings for each other the night before one of them moves away. Two strangers fall in love during a chance encounter on a transatlantic flight.
291,Documentary Movie 11,documentary,Filmmakers follow a community rebuilding after a devastating natural disaster. A portrait of musicians keeping a fading regional folk tradition alive.
45,Comedy Movie 5,comedy,"A man pretends to be his twin brother to win back his ex-girlfriend, with hilarious results. A group of friends attempt a cross-country road trip that keeps going comically wrong."
368,Family Movie 8,family,Kids at a summer camp band together to solve the mystery of a hidden treasure.
66,Comedy Movie 26,comedy,Two mismatched roommates accidentally start a food truck business that spirals into chaos. A disorganized wedding planner must save a disastrous celebrity wedding in 24 hours.
86,Drama Movie 6,drama,A war veteran struggles to readjust to civilian life after returning home. A young woman confronts her estranged father after learning she has only months to live.
243,Thriller Movie 3,thriller,"A woman wakes up with no memory of the last three days, only a body in her trunk. A journalist uncovers a government cover-up that puts her life in danger."
187,Romance Movie 27,romance,Two rival bakery owners fall in love while competing in a city-wide baking contest.
160,Horror Movie 40,horror,"A babysitter is trapped in a house with something that isn't human. A family moves into an old farmhouse, unaware of the malevolent spirit that resides within."
13,Action Movie 13,action,A retired assassin is forced out of hiding after a bounty is placed on his head. A rogue cop must stop a terrorist plot to bomb the city's subway system before rush hour.
36,Action Movie 36,action,A retired assassin is forced out of hiding after a bounty is placed on his head. A bodyguard races against time to protect a witness from a hitman sent to silence her.
29,Action Movie 29,action,A retired assassin is forced out of hiding after a bounty is placed on his head. An elite team of mercenaries is hired to take down a drug cartel controlling a border town.
171,Romance Movie 11,romance,Childhood friends realize their feelings for each other the night before one of them moves away. A florist and a chef reconnect years after a summer romance that never got closure.
143,Horror Movie 23,horror,"A family moves into an old farmhouse, unaware of the malevolent spirit that resides within. A group of campers is stalked by an unseen creature deep in the woods."
319,Documentary Movie 39,documentary,A year in the life of wildlife rangers protecting an endangered species from poachers. Filmmakers follow a community rebuilding after a devastating natural disaster.
273,Thriller Movie 33,thriller,A stranger's arrival exposes long-buried secrets in a quiet suburban town. A detective races to catch a serial killer who leaves cryptic clues at every crime scene.
222,Sci-Fi Movie 22,sci-fi,"A scientist's time-travel experiment threatens to unravel the fabric of reality. A courier smuggles a mysterious artifact across a war-torn, radiation-scarred Earth."
96,Drama Movie 16,drama,Two brothers reconnect after decades apart to settle their late father's estate. A young woman confronts her estranged father after learning she has only months to live.
52,Comedy Movie 12,comedy,Two mismatched roommates accidentally start a food truck business that spirals into chaos. An awkward intern is mistaken for the new CEO on his first day at a chaotic startup.
241,Thriller Movie 1,thriller,A detective races to catch a serial killer who leaves cryptic clues at every crime scene.
299,Documentary Movie 19,documentary,An in-depth look at the rise and fall of a once-dominant tech company. A year in the life of wildlife rangers protecting an endangered species from poachers.
305,Documentary Movie 25,documentary,The film explores the untold story of workers who built a nation's railways. A portrait of musicians keeping a fading regional folk tradition alive.
179,Romance Movie 19,romance,Two rival bakery owners fall in love while competing in a city-wide baking contest.
42,Comedy Movie 2,comedy,Two mismatched roommates accidentally start a food truck business that spirals into chaos. A struggling actor takes a job as a clown for children's parties to pay rent.
311,Documentary Movie 31,documentary,Scientists document the effects of climate change on a remote arctic ecosystem. A year in the life of wildlife rangers protecting an endangered species from poachers.
207,Sci-Fi Movie 7,sci-fi,"A courier smuggles a mysterious artifact across a war-torn, radiation-scarred Earth. In a dystopian future, a hacker uncovers a conspiracy controlling humanity's memories."
255,Thriller Movie 15,thriller,A journalist uncovers a government cover-up that puts her life in danger. An insurance investigator suspects a client's death was staged for a massive payout.
332,Animation Movie 12,animation,Animal friends in an enchanted forest band together to stop a greedy developer. A shy robot ventures beyond its factory to discover the world outside.
5,Action Movie 5,action,Soldiers fight to defend a besieged outpost against overwhelming enemy forces. A former special forces operative is pulled back into action when his family is kidnapped by a ruthless arms dealer.
257,Thriller Movie 17,thriller,"A journalist uncovers a government cover-up that puts her life in danger. A woman wakes up with no memory of the last three days, only a body in her trunk."
359,Animation Movie 39,animation,A shy robot ventures beyond its factory to discover the world outside. Toys in a forgotten attic come to life to find their way back to their owner.
101,Drama Movie 21,drama,A war veteran struggles to readjust to civilian life after returning home. An immigrant family navigates cultural identity and hardship in a new country.
227,Sci-Fi Movie 27,sci-fi,"In a dystopian future, a hacker uncovers a conspiracy controlling humanity's memories. An AI designed to help humanity begins making decisions no one can predict or control."
342,Animation Movie 22,animation,A young dragon must prove herself to her clan by embarking on a perilous quest. A shy robot ventures beyond its factory to discover the world outside.
214,Sci-Fi Movie 14,sci-fi,An AI designed to help humanity begins making decisions no one can predict or control.
172,Romance Movie 12,romance,Two rival bakery owners fall in love while competing in a city-wide baking contest. Two strangers fall in love during a chance encounter on a transatlantic flight.
99,Drama Movie 19,drama,A young woman confronts her estranged father after learning she has only months to live. A daughter cares for her mother battling a degenerative illness while pursuing her dreams.
216,Sci-Fi Movie 16,sci-fi,"In a dystopian future, a hacker uncovers a conspiracy controlling humanity's memories. A group of researchers on a distant space station battle a rapidly evolving organism."
62,Comedy Movie 22,comedy,Two mismatched roommates accidentally start a food truck business that spirals into chaos. A disorganized wedding planner must save a disastrous celebrity wedding in 24 hours.
48,Comedy Movie 8,comedy,"A man pretends to be his twin brother to win back his ex-girlfriend, with hilarious results."
33,Action Movie 33,action,A stunt driver becomes entangled in a high-speed heist gone wrong across three countries. A former special forces operative is pulled back into action when his family is kidnapped by a ruthless arms dealer.
268,Thriller Movie 28,thriller,A detective races to catch a serial killer who leaves cryptic clues at every crime scene. A journalist uncovers a government cover-up that puts her life in danger.
201,Sci-Fi Movie 1,sci-fi,"A courier smuggles a mysterious artifact across a war-torn, radiation-scarred Earth. An AI designed to help humanity begins making decisions no one can predict or control."
357,Animation Movie 37,animation,A boy discovers a portal to a magical realm hidden inside his grandmother's clock.
28,Action Movie 28,action,A bodyguard races against time to protect a witness from a hitman sent to silence her. An elite team of mercenaries is hired to take down a drug cartel controlling a border town.
313,Documentary Movie 33,documentary,A portrait of musicians keeping a fading regional folk tradition alive. Archival footage and interviews trace the history of a decades-long civil rights movement.
231,Sci-Fi Movie 31,sci-fi,"A scientist's time-travel experiment threatens to unravel the fabric of reality. In a dystopian future, a hacker uncovers a conspiracy controlling humanity's memories."
261,Thriller Movie 21,thriller,A detective races to catch a serial killer who leaves cryptic clues at every crime scene.
289,Documentary Movie 9,documentary,The film explores the untold story of workers who built a nation's railways. Filmmakers follow a community rebuilding after a devastating natural disaster.
163,Romance Movie 3,romance,Two strangers fall in love during a chance encounter on a transatlantic flight. Childhood friends realize their feelings for each other the night before one of them moves away.
371,Family Movie 11,family,A lonely boy befriends a stray dog who helps him make friends at his new school. Kids at a summer camp band together to solve the mystery of a hidden treasure.
139,Horror Movie 19,horror,Strange occurrences plague a hospital after a patient dies during a failed experiment. A group of campers is stalked by an unseen creature deep in the woods.
63,Comedy Movie 23,comedy,A struggling actor takes a job as a clown for children's parties to pay rent. Two mismatched roommates accidentally start a food truck business that spirals into chaos.
136,Horror Movie 16,horror,A group of campers is stalked by an unseen creature deep in the woods.
129,Horror Movie 9,horror,An archaeologist unleashes an ancient evil after opening a sealed tomb. A babysitter is trapped in a house with something that isn't human.
9,Action Movie 9,action,A former special forces operative is pulled back into action when his family is kidnapped by a ruthless arms dealer.
65,Comedy Movie 25,comedy,"A group of friends attempt a cross-country road trip that keeps going comically wrong. A man pretends to be his twin brother to win back his ex-girlfriend, with hilarious results."
301,Documentary Movie 21,documentary,A portrait of musicians keeping a fading regional folk tradition alive. Filmmakers follow a community rebuilding after a devastating natural disaster.
15,Action Movie 15,action,Soldiers fight to defend a besieged outpost against overwhelming enemy forces. A retired assassin is forced out of hiding after a bounty is placed on his head.
157,Horror Movie 37,horror,A young couple discovers their new home was built on the site of a horrific massacre. A cursed video tape brings death to anyone who watches it within seven days.
41,Comedy Movie 1,comedy,"A struggling actor takes a job as a clown for children's parties to pay rent. A man pretends to be his twin brother to win back his ex-girlfriend, with hilarious results."
367,Family Movie 7,family,A father and daughter reconnect on a summer road trip to visit national parks. A lonely boy befriends a stray dog who helps him make friends at his new school.
324,Animation Movie 4,animation,Toys in a forgotten attic come to life to find their way back to their owner. A shy robot ventures beyond its factory to discover the world outside.
217,Sci-Fi Movie 17,sci-fi,A group of researchers on a distant space station battle a rapidly evolving organism. A scientist's time-travel experiment threatens to unravel the fabric of reality.
280,Thriller Movie 40,thriller,"An insurance investigator suspects a client's death was staged for a massive payout. A woman wakes up with no memory of the last three days, only a body in her trunk."
347,Animation Movie 27,animation,Animal friends in an enchanted forest band together to stop a greedy developer.
237,Sci-Fi Movie 37,sci-fi,"A group of researchers on a distant space station battle a rapidly evolving organism. A courier smuggles a mysterious artifact across a war-torn, radiation-scarred Earth."
208,Sci-Fi Movie 8,sci-fi,Humanity's last colony must fend off an alien invasion using salvaged technology. A crew of astronauts discovers a signal from a planet that shouldn't have life.
213,Sci-Fi Movie 13,sci-fi,A group of researchers on a distant space station battle a rapidly evolving organism. An AI designed to help humanity begins making decisions no one can predict or control.
296,Documentary Movie 16,documentary,A portrait of musicians keeping a fading regional folk tradition alive.
365,Family Movie 5,family,A city family adapts to life on a rural farm after inheriting it from a distant relative. A young girl trains her injured falcon to fly again with her father's help.
252,Thriller Movie 12,thriller,A stranger's arrival exposes long-buried secrets in a quiet suburban town. A hostage negotiator must outwit a captor with a hidden agenda inside a besieged bank.
391,Family Movie 31,family,A lonely boy befriends a stray dog who helps him make friends at his new school. Kids at a summer camp band together to solve the mystery of a hidden treasure.
366,Family Movie 6,family,A young girl trains her injured falcon to fly again with her father's help. Kids at a summer camp band together to solve the mystery of a hidden treasure.
304,Documentary Movie 24,documentary,Scientists document the effects of climate change on a remote arctic ecosystem. A year in the life of wildlife rangers protecting an endangered species from poachers.
270,Thriller Movie 30,thriller,An insurance investigator suspects a client's death was staged for a massive payout. A detective races to catch a serial killer who leaves cryptic clues at every crime scene.
202,Sci-Fi Movie 2,sci-fi,"In a dystopian future, a hacker uncovers a conspiracy controlling humanity's memories. A crew of astronauts discovers a signal from a planet that shouldn't have life."
162,Romance Movie 2,romance,"A journalist falls for the subject of her exposé, complicating her assignment. Two strangers fall in love during a chance encounter on a transatlantic flight."
44,Comedy Movie 4,comedy,Two mismatched roommates accidentally start a food truck business that spirals into chaos. A group of friends attempt a cross-country road trip that keeps going comically wrong.
218,Sci-Fi Movie 18,sci-fi,"In a dystopian future, a hacker uncovers a conspiracy controlling humanity's memories. A scientist's time-travel experiment threatens to unravel the fabric of reality."
191,Romance Movie 31,romance,"A widow finds unexpected love with her late husband's best friend. A journalist falls for the subject of her exposé, complicating her assignment."
310,Documentary Movie 30,documentary,Filmmakers follow a community rebuilding after a devastating natural disaster.
260,Thriller Movie 20,thriller,A hostage negotiator must outwit a captor with a hidden agenda inside a besieged bank. A programmer discovers his new app is being used to track and eliminate political dissidents.
106,Drama Movie 26,drama,A war veteran struggles to readjust to civilian life after returning home.
54,Comedy Movie 14,comedy,An awkward intern is mistaken for the new CEO on his first day at a chaotic startup. A family reunion turns into a series of embarrassing misunderstandings and pranks.
2,Action Movie 2,action,A former special forces operative is pulled back into action when his family is kidnapped by a ruthless arms dealer. Soldiers fight to defend a besieged outpost against overwhelming enemy forces.
50,Comedy Movie 10,comedy,"A man pretends to be his twin brother to win back his ex-girlfriend, with hilarious results. A family reunion turns into a series of embarrassing misunderstandings and pranks."
81,Drama Movie 1,drama,An immigrant family navigates cultural identity and hardship in a new country. A young woman confronts her estranged father after learning she has only months to live.
206,Sci-Fi Movie 6,sci-fi,A crew of astronauts discovers a signal from a planet that shouldn't have life. A group of researchers on a distant space station battle a rapidly evolving organism.
35,Action Movie 35,action,A bodyguard races against time to protect a witness from a hitman sent to silence her. Soldiers fight to defend a besieged outpost against overwhelming enemy forces.
264,Thriller Movie 24,thriller,A detective races to catch a serial killer who leaves cryptic clues at every crime scene. An insurance investigator suspects a client's death was staged for a massive payout.
92,Drama Movie 12,drama,A daughter cares for her mother battling a degenerative illness while pursuing her dreams. A young woman confronts her estranged father after learning she has only months to live.
340,Animation Movie 20,animation,A shy robot ventures beyond its factory to discover the world outside. Animal friends in an enchanted forest band together to stop a greedy developer.
53,Comedy Movie 13,comedy,A family reunion turns into a series of embarrassing misunderstandings and pranks. A disorganized wedding planner must save a disastrous celebrity wedding in 24 hours.
346,Animation Movie 26,animation,Two rival kingdoms of insects must unite against a common predator. A shy robot ventures beyond its factory to discover the world outside.
265,Thriller Movie 25,thriller,A journalist uncovers a government cover-up that puts her life in danger. A programmer discovers his new app is being used to track and eliminate political dissidents.
242,Thriller Movie 2,thriller,A stranger's arrival exposes long-buried secrets in a quiet suburban town. A programmer discovers his new app is being used to track and eliminate political dissidents.
14,Action Movie 14,action,Soldiers fight to defend a besieged outpost against overwhelming enemy forces.
316,Documentary Movie 36,documentary,A year in the life of wildlife rangers protecting an endangered species from poachers. Scientists document the effects of climate change on a remote arctic ecosystem.
89,Drama Movie 9,drama,A war veteran struggles to readjust to civilian life after returning home. Two brothers reconnect after decades apart to settle their late father's estate.
274,Thriller Movie 34,thriller,A journalist uncovers a government cover-up that puts her life in danger. An insurance investigator suspects a client's death was staged for a massive payout.
167,Romance Movie 7,romance,A florist and a chef reconnect years after a summer romance that never got closure.
329,Animation Movie 9,animation,A young dragon must prove herself to her clan by embarking on a perilous quest. Two rival kingdoms of insects must unite against a common predator.
394,Family Movie 34,family,A family adopts a rescue horse that teaches them the meaning of patience and trust. A lonely boy befriends a stray dog who helps him make friends at his new school.
135,Horror Movie 15,horror,"A young couple discovers their new home was built on the site of a horrific massacre. A family moves into an old farmhouse, unaware of the malevolent spirit that resides within."
307,Documentary Movie 27,documentary,Filmmakers follow a community rebuilding after a devastating natural disaster.
384,Family Movie 24,family,A father and daughter reconnect on a summer road trip to visit national parks.
320,Documentary Movie 40,documentary,Scientists document the effects of climate change on a remote arctic ecosystem. A portrait of musicians keeping a fading regional folk tradition alive.
244,Thriller Movie 4,thriller,A journalist uncovers a government cover-up that puts her life in danger. A programmer discovers his new app is being used to track and eliminate political dissidents.
55,Comedy Movie 15,comedy,A disorganized wedding planner must save a disastrous celebrity wedding in 24 hours.
51,Comedy Movie 11,comedy,A family reunion turns into a series of embarrassing misunderstandings and pranks.
175,Romance Movie 15,romance,A widow finds unexpected love with her late husband's best friend. Two strangers fall in love during a chance encounter on a transatlantic flight.
190,Romance Movie 30,romance,"A journalist falls for the subject of her exposé, complicating her assignment. Two rival bakery owners fall in love while competing in a city-wide baking contest."
398,Family Movie 38,family,A young girl trains her injured falcon to fly again with her father's help. Kids at a summer camp band together to solve the mystery of a hidden treasure.
188,Romance Movie 28,romance,Childhood friends realize their feelings for each other the night before one of them moves away. A workaholic executive falls for the free-spirited artist renovating her office building.
170,Romance Movie 10,romance,A florist and a chef reconnect years after a summer romance that never got closure. A workaholic executive falls for the free-spirited artist renovating her office building.
59,Comedy Movie 19,comedy,A disorganized wedding planner must save a disastrous celebrity wedding in 24 hours. A family reunion turns into a series of embarrassing misunderstandings and pranks.
49,Comedy Movie 9,comedy,A disorganized wedding planner must save a disastrous celebrity wedding in 24 hours. A family reunion turns into a series of embarrassing misunderstandings and pranks.
345,Animation Movie 25,animation,A gifted young wizard learns to control her powers with the help of a talking cat.
236,Sci-Fi Movie 36,sci-fi,An AI designed to help humanity begins making decisions no one can predict or control. A crew of astronauts discovers a signal from a planet that shouldn't have life.
253,Thriller Movie 13,thriller,An insurance investigator suspects a client's death was staged for a massive payout. A journalist uncovers a government cover-up that puts her life in danger.
22,Action Movie 22,action,A stunt driver becomes entangled in a high-speed heist gone wrong across three countries. An elite team of mercenaries is hired to take down a drug cartel controlling a border town.
314,Documentary Movie 34,documentary,A year in the life of wildlife rangers protecting an endangered species from poachers. Scientists document the effects of climate change on a remote arctic ecosystem.
161,Romance Movie 1,romance,"A journalist falls for the subject of her exposé, complicating her assignment."
277,Thriller Movie 37,thriller,"A stranger's arrival exposes long-buried secrets in a quiet suburban town. A woman wakes up with no memory of the last three days, only a body in her trunk."
192,Romance Movie 32,romance,"A journalist falls for the subject of her exposé, complicating her assignment. Childhood friends realize their feelings for each other the night before one of them moves away."
294,Documentary Movie 14,documentary,A year in the life of wildlife rangers protecting an endangered species from poachers. Archival footage and interviews trace the history of a decades-long civil rights movement.
344,Animation Movie 24,animation,Animal friends in an enchanted forest band together to stop a greedy developer. A boy discovers a portal to a magical realm hidden inside his grandmother's clock.
258,Thriller Movie 18,thriller,A stranger's arrival exposes long-buried secrets in a quiet suburban town. A hostage negotiator must outwit a captor with a hidden agenda inside a besieged bank.
309,Documentary Movie 29,documentary,Scientists document the effects of climate change on a remote arctic ecosystem. Archival footage and interviews trace the history of a decades-long civil rights movement.
150,Horror Movie 30,horror,A group of campers is stalked by an unseen creature deep in the woods. A babysitter is trapped in a house with something that isn't human.
131,Horror Movie 11,horror,A babysitter is trapped in a house with something that isn't human. A cursed video tape brings death to anyone who watches it within seven days.
152,Horror Movie 32,horror,A young couple discovers their new home was built on the site of a horrific massacre. A group of campers is stalked by an unseen creature deep in the woods.
360,Animation Movie 40,animation,A boy discovers a portal to a magical realm hidden inside his grandmother's clock. Toys in a forgotten attic come to life to find their way back to their owner.
100,Drama Movie 20,drama,A daughter cares for her mother battling a degenerative illness while pursuing her dreams. Two brothers reconnect after decades apart to settle their late father's estate.
373,Family Movie 13,family,A family adopts a rescue horse that teaches them the meaning of patience and trust.
88,Drama Movie 8,drama,A war veteran struggles to readjust to civilian life after returning home. A teacher in an underfunded school works to inspire a group of at-risk students.
331,Animation Movie 11,animation,A shy robot ventures beyond its factory to discover the world outside. Two rival kingdoms of insects must unite against a common predator.
215,Sci-Fi Movie 15,sci-fi,A scientist's time-travel experiment threatens to unravel the fabric of reality.
122,Horror Movie 2,horror,An archaeologist unleashes an ancient evil after opening a sealed tomb. A group of campers is stalked by an unseen creature deep in the woods.
400,Family Movie 40,family,A young girl trains her injured falcon to fly again with her father's help. A city family adapts to life on a rural farm after inheriting it from a distant relative.
21,Action Movie 21,action,A rogue cop must stop a terrorist plot to bomb the city's subway system before rush hour. Soldiers fight to defend a besieged outpost against overwhelming enemy forces.
189,Romance Movie 29,romance,"Childhood friends realize their feelings for each other the night before one of them moves away. A journalist falls for the subject of her exposé, complicating her assignment."
72,Comedy Movie 32,comedy,"A man pretends to be his twin brother to win back his ex-girlfriend, with hilarious results. A disorganized wedding planner must save a disastrous celebrity wedding in 24 hours."
107,Drama Movie 27,drama,A struggling single mother fights to keep custody of her children amid financial hardship.
271,Thriller Movie 31,thriller,"A journalist uncovers a government cover-up that puts her life in danger. A woman wakes up with no memory of the last three days, only a body in her trunk."
349,Animation Movie 29,animation,Toys in a forgotten attic come to life to find their way back to their owner. A gifted young wizard learns to control her powers with the help of a talking cat.
103,Drama Movie 23,drama,A young woman confronts her estranged father after learning she has only months to live. An immigrant family navigates cultural identity and hardship in a new country.
