CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
10419,700,France,Female,72,5,40999.83,3,0,1,12414.93,1
10420,846,Germany,Female,30,6,21474.61,1,1,0,121909.28,0
10421,516,Spain,Female,30,10,107396.64,2,1,1,31914.66,0
10422,722,France,Male,21,1,102069.16,3,0,1,49760.67,0
10423,641,Germany,Male,64,7,26995.12,1,1,0,37504.48,0
10424,769,France,Male,53,6,34278.65,1,1,0,70873.57,0
10425,404,Spain,Female,33,7,107669.63,3,1,0,136920.16,0
10426,770,France,Male,24,10,90817.58,4,0,0,77971.29,0
10427,432,France,Male,55,6,22323.01,1,1,1,111377.21,0
10428,776,Germany,Male,28,9,83722.93,1,0,1,31848.95,0
10429,482,Germany,Female,42,3,68322.12,1,1,1,84985.74,0
10430,353,Germany,Male,23,2,133577.87,1,1,0,40929.04,0
10431,737,France,Male,47,6,20467.57,1,1,0,40708.17,0
10432,446,Germany,Male,50,4,120414.82,3,0,1,53082.13,1
10433,442,Germany,Female,47,0,94681.24,1,0,1,64109.63,1
10434,793,Spain,Male,58,5,12377.58,2,0,0,110473.92,0
10435,487,France,Female,53,4,130234.05,3,0,0,24248.33,0
10436,838,France,Male,62,8,121958.72,1,0,0,46705.92,0
10437,607,Germany,Male,21,8,5388.48,2,1,1,145878.06,0
10438,482,Germany,Male,62,6,183320.31,1,0,1,60505.61,1
10439,557,France,Female,21,2,4435.43,2,0,0,12917.88,0
10440,685,Germany,Male,65,5,17432.52,4,0,0,131777.62,1
10441,454,France,Female,73,7,51543.71,2,0,1,10879.52,1
10442,499,France,Female,60,0,114086.54,2,0,0,62985.97,1
10443,611,Spain,Male,32,7,103364.92,4,0,0,109762.07,0
10444,457,France,Female,25,4,64576.46,2,1,0,141810.89,0
10445,849,France,Female,38,1,148263.91,2,0,0,134860.6,0
10446,670,Spain,Male,35,3,93199.35,3,1,1,141067.48,0
10447,603,Germany,Male,31,9,149986.78,2,0,0,93017.11,0
10448,464,Germany,Male,37,2,231595.63,4,0,1,145395.22,1
10449,781,Spain,Female,54,2,81096.22,2,0,1,42628.41,0
10450,771,France,Female,41,9,77786.24,2,1,1,54979.62,0
10451,769,Germany,Female,74,10,44016.42,2,1,1,101453.17,1
10452,475,Spain,Male,68,4,8191.65,3,1,1,97836.66,1
10453,426,Germany,Female,40,3,75294.28,2,0,0,124877.91,0
10454,727,Germany,Male,73,3,75614.51,1,0,1,27255.97,0
10455,598,France,Male,36,6,558.43,4,0,1,62154.22,0
10456,628,Germany,Male,50,1,3636.05,4,1,0,97672.0,1
10457,568,France,Female,37,10,54808.4,4,1,0,22179.68,0
10458,628,Germany,Male,55,1,58679.45,4,1,0,80638.11,0
10459,758,France,Female,19,9,80082.77,2,0,0,132853.93,0
10460,407,France,Female,46,9,126106.66,1,1,0,13458.22,0
10461,700,Spain,Male,23,5,71787.28,4,0,1,126916.93,0
10462,509,Germany,Female,35,5,69423.92,2,0,1,110645.97,0
10463,665,France,Male,20,2,87136.68,1,0,0,70123.18,0
10464,608,Spain,Female,52,5,10848.54,2,1,1,40396.18,0
10465,798,France,Male,36,6,67061.78,2,1,0,119578.27,0
10466,745,Spain,Male,39,7,130027.14,3,0,0,59814.13,0
10467,404,Spain,Male,74,6,132307.93,4,0,0,97948.78,0
10468,368,France,Female,58,6,96737.31,1,1,1,27970.92,0
10469,409,Germany,Male,26,0,53830.07,1,1,0,116605.03,1
10470,424,France,Male,36,0,22396.84,4,0,0,138433.79,0
10471,592,France,Female,49,4,146534.29,4,0,1,138860.88,0
10472,755,Spain,Female,26,2,100419.26,2,0,1,147307.53,0
10473,677,Germany,Female,29,10,45441.58,2,0,0,18756.59,0
10474,579,Germany,Female,56,7,56110.06,3,1,1,123624.69,0
10475,683,Germany,Male,20,5,19432.04,2,1,1,44010.91,0
10476,847,Germany,Female,61,7,42207.5,2,1,1,25028.07,1
10477,780,Germany,Female,65,1,142528.4,4,1,0,121245.1,0
10478,381,France,Female,41,8,80963.29,2,1,1,135322.27,0
10479,438,France,Female,25,7,26592.51,4,1,1,19495.31,0
10480,476,France,Female,46,8,53856.79,1,1,0,39060.93,0
10481,402,France,Female,25,4,221547.45,1,0,0,76421.67,0
10482,773,France,Female,27,7,140990.27,4,1,0,131282.78,0
10483,524,Spain,Female,64,10,8522.88,2,1,0,74769.7,0
10484,431,France,Female,71,3,62349.34,1,1,1,16613.33,0
10485,696,France,Male,31,5,1990.74,3,0,1,112387.69,0
10486,363,France,Male,74,7,30891.54,1,0,1,143504.05,1
10487,500,Germany,Female,29,0,80193.43,2,1,0,32301.2,0
10488,731,Spain,Female,72,5,211492.21,1,0,1,125378.51,0
10489,712,Spain,Male,71,1,161514.93,4,1,0,143931.15,1
10490,584,France,Male,18,7,72560.58,1,1,1,68500.26,0
10491,622,France,Male,29,1,47921.7,1,0,1,126699.71,0
10492,781,Spain,Male,50,0,81823.48,2,1,0,98839.01,0
10493,494,France,Female,65,10,130755.23,4,1,0,147077.19,0
10494,765,Germany,Male,45,2,15868.69,3,0,0,104088.01,0
10495,629,France,Female,35,3,39904.61,3,0,1,50676.95,0
10496,484,Spain,Female,57,6,180648.47,3,1,1,108983.63,0
10497,581,France,Female,50,3,86484.34,3,1,0,56691.4,0
10498,406,France,Female,50,6,164575.02,3,0,1,59473.9,0
10499,772,France,Male,35,10,83997.56,3,0,1,10540.93,0
10500,386,France,Female,73,0,157063.32,3,1,0,21253.7,1
10501,751,Spain,Female,37,2,33951.93,2,1,0,35953.16,0
10502,590,Spain,Male,46,4,99358.4,2,0,0,103595.37,0
10503,465,France,Female,71,6,161588.86,2,1,1,82567.88,0
10504,413,Spain,Male,42,5,130289.65,2,1,1,65621.7,0
10505,458,France,Female,69,10,42817.03,1,1,1,95469.44,0
10506,599,France,Female,43,1,122872.22,2,1,0,54556.62,0
10507,772,Germany,Male,27,10,30690.43,4,1,1,56005.39,0
10508,441,France,Male,73,0,14353.97,1,1,1,95393.97,0
10509,774,France,Male,59,1,100972.49,2,1,0,114768.5,0
10510,741,Germany,Male,38,4,152852.77,1,0,1,113454.46,0
10511,781,Spain,Male,25,5,120317.79,1,1,0,87424.48,0
10512,546,France,Female,31,10,4547.21,4,1,1,147045.57,0
10513,536,Germany,Female,35,2,121517.19,4,1,1,148665.49,0
10514,412,Spain,Female,40,5,110276.53,2,1,0,140170.6,0
10515,413,France,Male,22,7,42719.11,2,1,0,51406.89,0
10516,658,France,Female,40,6,77524.72,2,1,1,113921.18,1
10517,622,Germany,Male,54,2,130268.62,4,1,1,25137.5,0
10518,605,France,Female,22,1,122635.27,4,1,0,148828.71,0
10519,826,Germany,Male,59,1,99532.37,2,1,1,89894.32,0
10520,519,France,Male,69,4,32860.44,3,1,0,19791.88,1
10521,643,Germany,Male,60,2,18538.2,3,1,0,27812.88,1
10522,650,France,Female,39,5,130176.54,2,0,0,100542.17,0
10523,692,France,Male,62,1,117745.41,4,1,0,105393.18,1
10524,831,Germany,Male,59,0,99404.41,1,0,0,61891.37,0
10525,364,Germany,Male,40,7,55313.93,3,0,1,72466.68,0
10526,808,France,Female,52,7,93446.31,3,1,1,123401.25,0
10527,555,Spain,Female,28,3,37742.47,4,0,1,119592.94,0
10528,423,France,Male,63,4,51393.93,2,1,0,115866.32,0
10529,438,France,Male,18,4,18347.76,4,0,0,62926.36,0
10530,373,France,Female,59,0,85365.43,4,0,0,58891.7,0
10531,390,France,Female,43,3,45073.23,4,1,0,102201.53,0
10532,591,France,Female,18,2,126749.43,3,1,1,23364.82,0
10533,459,Spain,Female,71,4,112934.88,3,0,1,104672.78,0
10534,454,Germany,Female,70,7,21552.19,3,1,0,106325.01,0
10535,493,France,Male,43,3,179576.63,1,0,1,117391.97,0
10536,578,France,Male,25,6,3024.81,3,0,0,44446.16,0
10537,600,France,Female,53,3,96868.25,1,0,1,57936.72,1
10538,563,Spain,Female,49,5,134675.3,4,1,0,43931.53,1
10539,656,France,Female,70,7,146513.69,1,1,0,71640.35,1
10540,462,Spain,Male,43,6,61814.78,2,0,0,99189.4,0
10541,620,Germany,Male,67,1,129808.07,3,1,0,73747.28,1
10542,657,Germany,Female,22,10,142896.72,3,1,0,133171.6,0
10543,528,Spain,Female,60,7,155994.52,4,1,1,91949.76,0
10544,483,Spain,Female,31,6,63012.29,1,1,1,121304.78,1
10545,426,France,Female,51,3,29534.88,3,0,1,144642.11,0
10546,695,France,Female,71,3,64091.02,4,0,1,121455.68,0
10547,597,France,Male,31,1,43322.98,2,1,0,40285.82,0
10548,779,France,Female,74,4,150233.91,3,0,1,57789.68,0
10549,799,France,Female,60,1,29371.81,1,0,0,16659.68,0
10550,765,France,Male,26,4,143546.42,2,0,0,66477.72,0
10551,799,Germany,Male,41,9,103608.43,2,0,0,72180.05,0
10552,387,France,Female,24,10,17082.73,4,1,1,55341.11,0
10553,807,France,Male,58,0,10593.5,1,0,1,62756.93,0
10554,848,France,Male,48,6,41895.34,1,1,1,38489.2,0
10555,795,France,Male,30,3,75796.51,2,1,0,125010.51,0
10556,818,Spain,Male,55,1,129522.5,2,0,0,65149.28,0
10557,636,France,Male,71,9,59058.17,2,0,1,12743.42,0
10558,383,France,Female,19,1,124498.3,1,0,0,72279.39,0
10559,609,France,Male,27,0,24384.27,4,1,1,61353.74,0
10560,768,France,Male,74,1,112884.98,2,1,0,35265.97,1
10561,460,France,Male,63,2,49782.7,2,0,1,108117.57,0
10562,532,France,Male,46,3,97504.01,2,0,0,68098.45,0
10563,722,France,Male,68,2,48330.26,4,1,1,119309.46,0
10564,554,France,Female,65,2,9426.37,4,1,0,95937.12,0
10565,640,Spain,Female,26,9,95339.16,1,0,0,143822.41,0
10566,408,France,Female,64,8,185976.74,1,1,0,57200.62,0
10567,550,Germany,Female,67,1,63795.67,2,0,1,15384.04,1
10568,514,France,Male,59,1,26439.47,3,1,1,35679.6,1
10569,380,France,Male,54,10,19273.68,3,0,0,115933.15,0
10570,451,Spain,Female,26,8,187961.13,1,1,0,37263.12,0
10571,440,France,Male,52,1,67581.15,2,0,1,93043.84,0
10572,509,Spain,Female,55,1,106730.4,4,0,0,25893.84,1
10573,693,Spain,Female,32,6,143200.4,1,0,0,129752.17,0
10574,368,Germany,Male,46,0,134630.69,4,0,1,63936.7,1
10575,607,France,Male,36,8,14682.8,2,1,0,50858.1,0
10576,357,Germany,Male,50,10,127361.82,3,0,0,134522.68,0
10577,738,Germany,Male,31,6,120630.2,3,1,1,108506.57,0
10578,522,Spain,Male,21,9,99354.37,1,0,0,94345.35,0
10579,407,France,Female,43,5,130576.88,4,0,1,136754.37,0
10580,391,Spain,Female,57,9,36323.61,2,0,0,123029.52,0
10581,688,Spain,Male,54,4,65540.08,1,0,1,11153.34,0
10582,409,France,Male,48,3,38517.62,1,0,1,137387.56,1
10583,789,France,Female,59,2,115498.69,1,1,1,37753.8,0
10584,361,France,Female,27,0,30814.79,4,0,1,111861.01,0
10585,365,Spain,Female,58,10,93599.96,4,1,1,52116.15,0
10586,741,Spain,Male,34,0,4358.63,3,0,1,51488.47,1
10587,838,Spain,Male,37,4,62680.09,3,1,1,69236.8,0
10588,703,Germany,Male,18,3,48290.63,1,0,1,10983.77,0
10589,380,Germany,Male,37,7,63146.62,2,0,0,128214.65,0
10590,627,Germany,Male,44,8,77974.19,4,0,0,47317.28,0
10591,713,Germany,Female,61,6,58967.88,2,1,0,99047.73,0
10592,521,Spain,Male,27,0,56832.29,2,0,1,30224.04,0
10593,616,Germany,Male,73,10,54215.65,2,1,1,23626.82,1
10594,825,France,Male,28,9,136316.96,3,1,1,12578.55,0
10595,505,Germany,Female,30,2,32604.23,3,1,1,78098.95,0
10596,819,France,Female,74,6,55315.24,1,0,1,68363.07,0
10597,525,Germany,Female,41,1,20359.77,4,0,0,110800.93,0
10598,674,Germany,Female,41,6,129952.44,2,0,1,70494.03,0
10599,367,France,Male,33,9,15741.54,2,0,0,81028.38,0
10600,487,Spain,Male,49,9,100259.41,2,1,0,89641.82,0
10601,729,Spain,Female,73,5,140698.44,4,0,1,30347.55,1
10602,797,France,Female,71,5,168730.17,3,1,0,62543.69,1
10603,360,France,Female,18,7,141292.57,2,0,0,126704.39,0
10604,659,France,Male,47,6,107173.83,4,0,0,148345.46,0
10605,830,France,Male,68,6,1826.35,2,0,0,78206.44,1
10606,693,France,Male,19,10,147446.65,1,1,0,53619.27,0
10607,835,France,Male,61,8,141322.46,2,0,1,129493.46,0
10608,759,Spain,Male,41,7,120346.26,4,0,1,86635.12,0
10609,767,France,Male,36,9,118262.52,1,1,1,15794.28,0
10610,580,Spain,Male,29,0,74757.17,3,1,1,32597.94,0
10611,413,Germany,Female,56,7,39324.8,1,0,1,99681.95,0
10612,670,Spain,Female,21,2,135010.52,1,0,0,27233.88,0
10613,660,France,Male,39,0,146559.99,2,1,1,84025.73,0
10614,375,France,Female,30,0,8079.22,2,1,1,145318.21,0
10615,756,Spain,Male,54,9,125089.48,2,1,1,82566.4,1
10616,846,France,Female,34,6,85114.25,4,0,1,73603.59,0
10617,552,France,Female,42,0,123511.56,2,0,0,122175.81,0
10618,725,Spain,Female,41,5,86899.76,2,1,1,83395.36,1
10619,561,Germany,Male,70,9,137029.39,4,0,0,127259.03,1
10620,675,France,Male,42,10,131902.91,4,1,0,11693.01,0
10621,746,France,Female,44,0,123678.77,2,0,1,128056.61,0
10622,845,Spain,Male,67,3,11830.83,1,1,1,33222.48,0
10623,360,France,Male,64,8,119932.59,4,1,0,40599.92,1
10624,838,Germany,Male,55,2,73697.09,3,0,1,89457.81,0
10625,537,France,Male,50,7,3435.36,2,1,0,105685.15,0
10626,353,Spain,Male,72,7,113052.26,4,1,1,32750.24,0
10627,771,France,Male,39,0,10905.0,2,0,1,121230.66,0
10628,807,Germany,Male,60,2,124323.03,4,1,0,77336.21,0
10629,750,France,Female,73,8,172066.02,1,1,1,115126.02,0
10630,649,Germany,Male,56,8,40914.66,2,0,1,60097.48,0
10631,813,Spain,Female,29,6,125877.01,4,0,1,60064.15,0
10632,421,France,Male,70,9,97938.16,3,0,1,84763.81,0
10633,783,France,Male,69,1,109859.42,2,0,0,102352.25,1
10634,573,Spain,Male,55,2,9557.61,2,1,1,117714.1,0
10635,450,Germany,Male,73,9,107462.24,3,0,0,57083.81,1
10636,747,France,Male,32,0,79139.88,4,0,0,96627.23,0
10637,812,Germany,Male,66,6,115278.19,3,0,1,45926.11,1
10638,807,France,Female,32,6,71745.28,2,1,1,108356.32,0
10639,474,Spain,Male,52,5,136563.14,2,0,1,66487.64,0
10640,513,France,Female,34,4,87649.36,4,1,1,139739.22,0
10641,625,Spain,Male,53,10,111814.87,1,0,0,112188.33,0
10642,537,Germany,Female,63,9,152893.29,4,1,1,20620.07,1
10643,638,Germany,Female,70,2,82279.24,4,0,1,99453.06,1
10644,400,France,Male,20,7,130616.87,2,0,0,63251.89,0
10645,685,Germany,Male,42,1,85034.41,2,0,0,55397.18,0
10646,566,Germany,Male,68,1,102590.62,3,0,1,39382.33,1
10647,660,France,Male,64,9,40273.64,1,0,0,108206.44,0
10648,438,France,Female,41,6,117684.03,3,0,0,129454.65,1
10649,464,Spain,Male,62,1,144498.5,1,0,0,72268.11,1
10650,451,Germany,Male,33,2,66819.45,4,0,1,79694.3,1
10651,784,France,Male,66,8,118833.28,3,0,1,56664.68,0
10652,459,Germany,Female,49,9,97164.49,2,0,1,123609.58,0
10653,424,France,Female,43,2,6193.53,3,1,1,148056.4,0
10654,740,France,Female,49,2,92709.46,1,0,1,73245.92,0
10655,721,Spain,Male,55,8,150010.36,2,0,1,72957.35,1
10656,387,France,Male,33,10,43047.99,2,1,1,36598.18,0
10657,352,France,Female,23,4,33693.81,1,1,1,49965.9,1
10658,810,France,Male,28,10,83992.77,2,0,0,65002.11,0
10659,797,France,Male,22,6,33818.16,4,0,1,67948.43,0
10660,732,France,Female,60,10,184240.91,1,0,0,33371.38,0
10661,789,France,Female,24,6,69516.41,3,1,1,60295.21,0
10662,823,France,Male,29,6,71674.8,1,0,0,18449.32,0
10663,480,France,Female,59,4,34787.54,1,0,0,49441.88,0
10664,529,France,Male,49,9,86763.47,2,0,0,101819.93,0
10665,626,France,Male,38,5,38665.77,4,0,1,137052.22,0
10666,635,Germany,Male,37,1,18704.17,3,1,0,40397.93,1
10667,591,Spain,Female,69,7,68344.95,1,1,0,107974.02,0
10668,690,France,Male,40,2,24180.01,4,1,1,42236.7,1
10669,816,Germany,Female,22,1,149891.5,4,1,0,142916.82,0
10670,350,Germany,Male,62,0,3218.54,3,1,0,44798.71,0
10671,495,France,Female,27,10,67740.65,4,0,0,16953.76,0
10672,729,France,Male,70,1,31458.05,3,1,1,142981.81,0
10673,388,Spain,Female,65,9,9323.69,1,0,0,58463.34,0
10674,417,France,Male,48,9,170121.24,3,1,1,39056.1,0
10675,548,Spain,Male,41,2,51824.38,4,1,1,73681.95,0
10676,718,France,Male,65,5,157799.24,2,1,1,128215.01,0
10677,504,Germany,Male,30,2,11096.79,4,1,0,65120.89,1
10678,647,Spain,Male,26,6,77418.53,2,1,1,74194.99,0
10679,481,Spain,Female,62,4,205416.89,1,0,1,101219.17,0
10680,761,France,Female,35,9,53222.54,3,0,0,13200.15,0
10681,738,Germany,Female,31,8,8704.84,3,0,0,137015.42,1
10682,512,France,Male,60,5,149354.19,4,1,0,109771.93,1
10683,541,Spain,Male,73,5,82303.52,2,1,0,92765.18,1
10684,715,France,Male,65,1,39958.1,4,1,1,59988.29,0
10685,420,France,Male,33,3,70230.49,1,0,1,145805.51,0
10686,718,Spain,Male,65,7,15341.12,3,0,1,20415.7,0
10687,442,France,Male,66,8,79316.94,1,0,1,10742.34,0
10688,684,France,Male,59,3,160039.93,3,0,0,93166.67,0
10689,784,Spain,Female,45,2,49608.78,1,1,1,104725.02,0
10690,541,France,Female,57,3,80305.76,3,1,0,31131.0,1
10691,582,France,Male,71,7,142907.66,3,1,1,128261.82,0
10692,412,France,Male,19,4,189047.82,2,1,0,71135.78,0
10693,450,France,Female,34,8,37534.13,3,0,0,56995.48,0
10694,666,France,Male,60,1,89806.48,4,1,0,110151.72,0
10695,588,Germany,Female,70,1,39022.5,4,0,0,67079.81,0
10696,700,Spain,Female,37,6,34216.73,3,0,0,32814.33,0
10697,404,Germany,Female,35,6,48588.63,2,0,0,70194.51,0
10698,579,Germany,Female,68,6,34925.17,2,0,1,15433.71,0
10699,589,France,Female,43,6,29657.83,2,1,0,53294.53,0
10700,633,Germany,Female,19,7,44902.21,3,0,0,91793.88,0
10701,469,Spain,Female,54,10,29158.16,2,0,0,21259.28,0
10702,675,Germany,Female,18,3,79890.75,2,1,1,71114.09,0
10703,541,Spain,Female,49,3,143536.09,2,0,0,77383.22,0
10704,653,Germany,Male,42,2,40943.21,1,1,1,14981.7,0
10705,815,France,Male,56,5,62286.7,3,1,1,39498.77,0
10706,350,Germany,Female,34,5,110967.72,3,1,1,16444.87,0
10707,591,France,Female,57,10,115636.98,4,0,1,82840.85,0
10708,370,France,Female,24,1,65383.15,4,1,1,99644.41,0
10709,719,Germany,Male,33,1,68992.12,3,1,0,10383.02,0
10710,502,Spain,Male,71,8,182212.02,1,0,0,89481.9,1
10711,512,France,Female,18,9,52462.23,1,0,0,130781.27,0
10712,437,Germany,Female,74,0,43325.78,2,1,0,16200.26,0
10713,446,Germany,Male,59,4,23448.71,2,1,0,93054.92,0
10714,622,France,Male,45,6,97574.86,2,1,1,54887.74,0
10715,523,France,Female,52,3,56626.17,3,0,1,30071.59,0
10716,524,France,Female,39,1,184331.13,1,0,1,131715.52,0
10717,455,Germany,Male,50,10,52443.96,4,1,0,53595.49,1
10718,647,Germany,Female,30,1,119831.59,3,0,0,128574.9,0
10719,604,Germany,Female,46,4,126945.83,4,0,1,136272.24,0
10720,468,France,Male,41,6,168926.7,2,1,1,45005.42,0
10721,686,Spain,Female,70,2,4857.53,2,1,0,132190.87,0
10722,747,Spain,Female,71,8,164068.16,4,1,1,137345.65,1
10723,482,France,Female,34,2,72900.42,2,1,1,10304.86,0
10724,507,France,Male,53,10,65989.54,4,0,1,133708.26,0
10725,701,France,Female,69,7,53894.45,1,0,1,98990.93,0
10726,493,Spain,Female,38,10,48925.11,4,1,0,10567.74,0
10727,606,Spain,Male,27,6,51909.39,3,1,1,83884.74,0
10728,738,France,Male,73,3,64893.45,3,0,0,129797.87,1
10729,747,France,Female,57,2,102074.66,2,0,0,129056.85,0
10730,475,France,Female,35,6,75787.73,1,1,0,134520.66,0
10731,730,France,Male,71,5,16295.84,3,1,1,82198.32,0
10732,422,Spain,Male,68,10,68367.3,1,1,0,24475.94,0
10733,820,France,Male,26,3,207002.31,3,1,0,58095.62,0
10734,698,France,Male,40,2,94424.8,4,1,1,51708.08,0
10735,693,France,Female,61,9,49350.14,1,1,1,97332.3,0
10736,818,Germany,Male,31,8,172450.28,3,0,0,47417.35,0
10737,381,Germany,Female,33,3,25414.69,1,0,1,88035.05,0
10738,584,France,Female,47,5,63078.71,2,1,0,53232.24,0
10739,521,France,Female,21,6,39653.85,3,0,0,75127.58,0
10740,597,France,Male,44,9,58209.02,2,1,0,99729.54,0
10741,548,Spain,Female,42,10,114965.8,3,0,0,124314.33,1
10742,426,Spain,Male,25,5,106107.85,4,1,0,15740.05,0
10743,786,France,Female,57,2,29223.66,4,1,0,73274.78,0
10744,577,Spain,Female,50,0,64488.68,2,1,1,55492.89,0
10745,783,France,Female,34,10,77048.37,3,0,0,98144.41,0
10746,679,Spain,Female,45,8,48104.08,4,1,0,110680.52,0
10747,458,France,Female,72,5,69897.7,1,0,1,109786.95,1
10748,621,Spain,Female,35,8,29789.82,3,0,0,31914.43,0
10749,799,France,Male,18,7,28967.37,1,1,1,30729.9,0
10750,601,France,Female,27,5,74605.13,1,0,1,131050.54,0
10751,556,Germany,Female,33,2,11557.72,4,1,0,53676.68,0
10752,410,Germany,Male,24,1,96452.62,4,0,0,107542.84,0
10753,686,France,Male,37,7,60634.78,3,1,0,12389.51,0
10754,615,France,Female,42,1,18038.34,3,0,0,93580.17,0
10755,684,France,Female,39,7,36101.4,1,0,0,42583.43,0
10756,459,France,Female,55,4,43960.92,2,1,0,103532.97,0
10757,565,France,Female,35,6,62558.12,2,0,0,21531.45,0
10758,473,France,Male,28,0,78564.46,2,0,1,133655.8,0
10759,631,France,Female,19,9,59701.46,1,1,1,106221.04,0
10760,465,France,Male,61,7,21157.56,4,1,1,97238.91,0
10761,585,Germany,Female,29,5,155524.39,4,0,0,76262.3,1
10762,453,France,Female,33,5,124726.04,4,1,0,121263.37,0
10763,691,France,Female,32,0,78332.63,3,0,0,71376.55,0
10764,738,France,Female,73,9,127407.02,4,1,1,99491.73,0
10765,763,Spain,Female,56,10,90940.47,4,0,1,65245.3,0
10766,804,France,Female,52,10,56755.47,4,0,0,11852.83,1
10767,621,France,Female,39,6,76819.02,3,1,0,74514.11,1
10768,467,Spain,Male,65,9,227288.53,4,1,0,122319.94,0
10769,788,France,Male,59,6,129723.26,2,0,1,99791.98,0
10770,493,Spain,Male,71,10,132582.8,2,1,1,22346.35,1
10771,601,Spain,Female,43,6,48818.18,4,1,0,14604.92,0
10772,392,France,Male,31,3,106805.38,4,0,0,34399.63,0
10773,376,Germany,Female,37,0,203440.21,2,0,0,97680.57,1
10774,780,France,Female,63,1,96672.49,1,0,1,52818.85,0
10775,648,France,Female,27,3,134333.24,3,1,0,44428.36,0
10776,430,France,Female,52,7,145067.73,1,1,0,132144.07,1
10777,512,Germany,Male,31,0,109283.11,1,0,0,11568.85,0
10778,582,Spain,Male,66,1,163562.5,1,0,0,124954.17,0
10779,718,France,Male,69,7,85187.07,2,0,0,58777.72,0
10780,816,Germany,Male,57,7,100720.56,2,0,1,123224.92,0
10781,491,France,Male,43,9,35218.18,3,0,0,50583.26,0
10782,430,France,Female,54,7,225416.1,3,0,0,82430.83,1
10783,672,Spain,Female,35,7,89469.94,2,0,0,29853.41,0
10784,545,Germany,Female,54,4,78200.67,2,0,1,48871.84,0
10785,446,France,Female,30,8,152592.55,4,1,0,100445.4,0
10786,389,Spain,Female,40,7,43390.86,3,1,1,104988.22,1
10787,674,France,Male,67,3,71426.96,3,1,0,33760.57,1
10788,738,France,Male,23,1,26236.94,3,0,0,99539.04,0
10789,650,France,Female,58,0,73002.64,4,1,0,146951.03,1
10790,774,Spain,Female,36,10,49128.09,1,0,1,94688.1,0
10791,696,France,Female,57,4,103253.13,3,0,1,49181.28,0
10792,750,Spain,Female,57,10,64328.42,3,1,1,105438.5,0
10793,366,Germany,Male,63,1,36900.66,3,0,1,91958.42,0
10794,720,France,Male,54,1,54583.73,4,0,0,102233.73,0
10795,575,Germany,Male,31,3,64764.19,3,1,0,127154.84,0
10796,551,France,Female,54,2,41914.57,3,0,1,140912.05,0
10797,722,Germany,Female,59,2,126137.65,1,0,0,31432.14,0
10798,358,Germany,Male,44,0,110720.38,1,0,1,44352.75,0
10799,573,Germany,Female,22,1,80109.14,2,0,1,28514.91,0
10800,737,Spain,Female,66,1,2572.07,3,1,1,149457.74,0
10801,496,France,Female,55,7,101683.78,4,1,1,147656.27,1
10802,776,Spain,Female,33,9,2551.58,4,0,0,115496.96,0
10803,726,France,Male,36,6,82400.96,3,0,0,97356.68,0
10804,796,Spain,Male,68,5,74403.77,2,1,0,32112.49,0
10805,688,Spain,Female,55,9,37425.15,4,1,0,52611.91,0
10806,507,Spain,Female,61,9,23488.33,2,1,0,28439.97,0
10807,571,France,Male,30,10,31298.83,2,1,1,60502.05,0
10808,726,France,Female,27,10,190752.63,3,1,0,23521.74,0
10809,770,Spain,Female,38,2,56221.62,1,1,1,12749.0,1
10810,546,Spain,Female,61,5,59625.3,4,0,0,18123.82,0
10811,689,France,Female,56,10,127248.26,4,1,1,71943.06,0
10812,642,Spain,Female,31,10,95927.21,4,1,0,32678.83,0
10813,847,France,Male,71,8,132934.56,2,1,1,18123.76,0
10814,700,France,Female,25,8,496.27,3,0,0,115484.15,0
10815,678,Spain,Female,37,6,8510.6,4,0,1,116895.35,0
10816,425,France,Male,55,10,264596.78,3,0,0,142129.77,0
10817,832,France,Female,27,10,69179.15,1,1,1,122426.5,0
10818,463,France,Female,45,8,54828.45,1,1,0,142783.24,0
10819,718,France,Female,25,5,80941.02,2,0,0,101407.2,0
10820,807,France,Female,61,0,129034.77,1,0,0,84228.9,0
10821,575,France,Male,56,0,2711.36,3,1,1,68005.96,0
10822,699,Spain,Male,19,1,88010.24,3,1,1,56695.5,0
10823,354,Germany,Female,68,1,69954.08,4,1,0,12251.39,1
10824,645,Germany,Female,67,3,110577.36,3,1,1,109412.19,0
10825,717,Spain,Female,18,3,81636.99,1,0,0,54661.91,0
10826,829,France,Female,51,2,40850.23,1,1,0,112573.5,0
10827,564,France,Female,37,7,21449.75,4,0,1,141898.47,0
10828,772,France,Male,43,2,69373.06,1,0,1,120700.77,0
10829,781,France,Male,27,6,128248.81,3,0,1,81024.68,0
10830,393,Spain,Female,30,8,13398.59,3,0,1,88083.17,0
10831,792,France,Male,72,7,48254.01,1,1,0,134117.8,0
10832,536,France,Male,33,0,167743.26,2,0,0,43537.41,0
10833,766,Germany,Female,25,0,47400.12,1,0,1,92326.56,0
10834,388,France,Male,63,5,106948.89,3,0,1,93524.0,0
10835,624,France,Male,21,2,59386.06,4,1,0,94484.39,0
10836,354,Germany,Female,73,0,111973.05,4,0,1,50607.76,0
10837,665,Spain,Male,61,6,73273.08,3,1,1,74007.97,1
10838,562,France,Female,18,1,42160.96,3,1,1,80797.62,0
10839,670,Germany,Male,74,7,149615.91,3,0,0,120924.05,0
10840,428,France,Male,47,6,56210.28,1,1,1,145082.95,0
10841,573,France,Female,62,4,5752.64,2,0,0,17384.13,0
